"cc_saldo_atual","cc_saldo_medio","credit_card_limite","qtd_fin_imobiliario","qtd_mensal_cheques","qtd_pag_automovel","qtd_trans_atm","qtd_trans_kiosk","qtd_trans_teller","qtd_trans_web","retirada_mensal","valor_fin_imobiliario","valor_fundos_bancarios","classe_ltv","ltv","estado","estado_civil","idade","n_dependentes","profissao","proprietario_casa","proprietario_veiculo","regiao","salario","sexo","tem_filho","tem_seguro_imobiliario","tempo_cliente_anos","nome_sobrenome"
25,0,1500,0,0,0,0,1,0,0,53.06,0,0,"low",0,"ca","single",0,0,"construction laborer",0,0,"west",70227,"m",0,0,2,"willett_otto"
25,0,800,1,6,206,2,1,1,2500,53.12,2500,0,"medium",20853.75,"ca","divorced",51,4,"administrator",1,1,"west",67015,"f",1,0,4,"covington_magali"
25,0,1000,1,0,0,0,1,0,650,53.06,650,0,"high",22411.25,"nc","single",21,3,"dentist",1,1,"south",59245,"m",0,0,3,"nugent_stephen"
25,0,1000,0,0,0,0,1,0,0,53.06,0,0,"medium",19425,"ny","single",17,0,"prof-18",0,0,"northeast",66900,"m",0,0,2,"hogue_maynard"
25,0,3500,1,0,0,0,1,1,4200,53.06,4200,0,"high",26697.75,"il","divorced",54,1,"it staff",1,1,"midwest",71191,"f",1,0,1,"ewing_marianela"
228,0,3500,2,3,2127,5,1,4,1400,54.34,4821,5900,"high",25461,"dc","divorced",35,5,"law enforcement officer",2,1,"northeast",57844,"f",1,1,5,"horner_myrl"
3774,1127,1100,1,2,5443,4,0,1,468,53.51,1200,2068,"high",25989.75,"mi","married",70,1,"prof-1",1,1,"midwest",61959,"f",1,1,1,"pulliam_cira"
25,0,1300,1,0,507,0,0,1,2702,53.06,2702,0,"very high",30865.75,"mi","divorced",60,1,"homemaker",1,1,"midwest",59463,"m",0,0,4,"mckinnon_beau"
3006,1437,1500,0,9,4959,4,2,2,0,53.43,0,650,"low",13071.5,"ca","single",24,3,"programmer/developer",0,1,"west",60686,"m",0,0,3,"dowell_boyce"
25,0,1500,1,0,508,1,1,1,2339,53.07,2339,0,"high",26393.25,"mi","divorced",28,1,"prof-34",1,1,"midwest",60373,"f",0,0,1,"li_geneva"
25,0,800,1,1,1303,1,1,1,2000,53.08,2000,0,"high",25364.5,"ca","divorced",48,3,"veterinarian",1,1,"west",60258,"m",0,0,3,"snyder_lauren"
25,0,800,1,1,8946,4,1,2,773,53.46,773,501,"very high",33064.25,"ca","married",72,1,"author",1,1,"west",69457,"f",0,0,1,"henley_tayna"
25,0,1500,1,3,743,2,8,4,1500,52.88,4500,6300,"medium",17696.25,"il","divorced",30,5,"publisher",1,1,"midwest",68785,"m",1,0,5,"jamison_marcos"
25,0,1300,0,0,507,0,0,1,0,53.06,0,0,"medium",21842,"ca","single",60,0,"fireman",0,1,"west",59368,"m",0,0,2,"goff_rashad"
25,0,800,1,0,151,2,1,5,3000,52.74,5162,13850,"high",25325.5,"ny","married",47,1,"publisher",1,1,"northeast",62502,"f",1,1,4,"norwood_karina"
25,0,1500,1,3,0,4,1,2,945,53.58,945,500,"high",25236.75,"mi","married",30,1,"construction laborer",1,1,"midwest",54947,"f",0,0,1,"mullen_davina"
25,0,1000,1,0,0,0,1,0,1500,53.06,1500,0,"medium",17067,"il","married",21,5,"bank teller",1,1,"midwest",69868,"f",1,0,5,"dugan_lenna"
25,0,700,1,0,0,1,1,0,1458,53.07,1458,0,"high",25126.25,"ca","married",46,1,"prof-13",1,1,"west",68105,"m",1,0,1,"jordan_barrett"
9367,0,1200,1,3,10144,5,5,2,1600,54.41,4000,9200,"high",28415.5,"ny","divorced",65,1,"prof-9",1,1,"northeast",73662,"f",1,0,1,"ho_wendi"
9559,0,3500,1,4,9716,4,1,1,4500,53.78,4500,4200,"high",25767.25,"mi","divorced",28,4,"administrator",1,1,"midwest",75869,"m",0,1,4,"comer_felton"
25,0,1000,0,1,0,1,1,2,0,53.09,0,251,"low",10619.25,"il","single",26,3,"programmer/developer",0,0,"midwest",70077,"m",1,0,3,"velazquez_douglas"
25,44039,900,0,0,44544,5,1,0,0,55.4,0,0,"medium",14667.5,"ny","single",32,0,"nurse",0,1,"northeast",61870,"m",1,0,2,"padgett_dana"
25,0,1500,0,11,3819,3,1,3,0,53.24,0,700,"low",13999.5,"mo","single",29,5,"programmer/developer",0,1,"midwest",74398,"f",0,0,5,"rider_kerrie"
25,0,1500,1,0,506,0,1,1,2000,53.06,2000,0,"high",29063,"tx","divorced",33,1,"not specified",1,1,"southwest",69052,"m",0,0,1,"daniel_zack"
595,0,1500,0,1,603,4,1,2,0,53.74,0,650,"low",10812.25,"ny","single",24,3,"prof-17",0,1,"northeast",71649,"m",1,0,3,"emery_wilber"
25,0,800,1,18,227,4,1,1,1302,53.63,3341,4052,"high",29907,"ca","divorced",53,1,"homemaker",1,1,"west",64428,"f",0,0,1,"khan_jerrica"
25,0,700,1,5,0,3,1,1,400,53.3,400,0,"medium",20579.25,"fl","single",34,3,"programmer/developer",1,1,"south",66717,"m",1,0,3,"adler_franklin"
25,0,1000,1,2,0,1,1,0,400,53.09,400,0,"medium",18204,"ca","single",23,3,"nurse",1,1,"west",61616,"m",1,0,3,"isaac_orville"
95,0,1500,1,5,1392,5,0,1,850,54.27,1800,4750,"high",27612,"ny","married",69,1,"prof-15",1,1,"northeast",68848,"f",1,1,1,"wang_buffy"
29,0,1000,1,9,158,4,1,2,1834,53.89,1834,640,"high",22532,"ca","divorced",26,3,"programmer/developer",1,1,"west",57728,"m",0,1,3,"hairston_sang"
25,0,1000,1,0,0,0,1,0,4000,53.06,4000,0,"high",25089.5,"ny","divorced",55,5,"technical writer",1,1,"northeast",68358,"m",0,0,5,"pryor_roger"
25,0,1000,1,10,218,4,2,3,400,53.44,2721,1500,"high",28894,"tx","divorced",33,1,"cashier",1,1,"southwest",68376,"f",0,1,1,"fournier_vikki"
1126,0,1000,1,2,1309,3,1,3,1000,53.26,1000,750,"high",24001.5,"ok","married",21,3,"programmer/developer",1,1,"midwest",65606,"m",0,0,3,"proctor_eusebio"
736,0,1800,1,2,2321,6,6,5,2000,56.99,4500,6600,"medium",19007.5,"mi","divorced",51,6,"prof-8",1,1,"midwest",75630,"f",1,1,4,"gill_kayla"
25,0,800,1,0,0,0,1,1,4850,53.06,4850,0,"very high",30279.5,"mi","divorced",44,1,"not specified",1,1,"midwest",69518,"m",0,0,1,"mejia_wes"
25,52123,800,1,2,107253,6,1,1,1,57.88,6000,22001,"very high",31896,"ny","widowed",55,1,"prof-58",1,1,"northeast",65584,"f",0,0,4,"vick_lindsy"
126,0,800,1,3,2974,6,6,4,1000,55.9,3000,5060,"high",25361.25,"mi","divorced",45,1,"not specified",1,1,"midwest",69445,"f",1,1,1,"robertson_kattie"
25,0,800,1,2,564,3,1,1,900,53.34,900,0,"high",28794,"dc","married",55,1,"cashier",1,1,"northeast",59176,"f",0,0,1,"hyatt_ethelene"
25,0,800,0,0,0,2,1,0,0,53.04,0,0,"high",22477.75,"fl","single",48,0,"nurse",0,0,"south",66711,"m",0,0,2,"grace_pedro"
25,0,800,1,3,724,4,1,2,1200,53.94,1200,500,"high",26582,"ca","married",42,3,"prof-37",1,1,"west",67528,"m",0,1,3,"salter_ricardo"
25,0,1500,0,0,504,0,1,0,0,53.06,0,0,"medium",21862.5,"ca","single",24,0,"nurse",0,1,"west",73850,"m",0,0,2,"horton_nestor"
4687,0,800,1,1,4694,4,1,3,700,53.69,700,900,"medium",21945,"ca","married",54,6,"prof-5",1,1,"west",66180,"m",0,0,4,"tripp_lane"
25,0,500,1,1,567,2,0,4,4000,53.17,4000,8350,"high",22133.25,"fl","divorced",50,3,"homemaker",1,1,"south",64533,"f",1,1,4,"rudolph_stephany"
25,0,800,1,0,0,0,1,1,2500,53.06,2500,0,"high",23771,"mi","divorced",48,1,"it staff",1,1,"midwest",61884,"f",1,0,1,"girard_niesha"
25,0,1500,1,2,378,4,1,2,700,53.85,700,460,"high",22849,"ny","married",29,3,"prof-12",1,1,"northeast",57796,"m",0,1,3,"reeder_king"
25,0,2500,1,2,0,3,1,1,1000,53.21,1000,0,"high",23369.75,"ny","married",46,4,"dentist",1,1,"northeast",59079,"m",0,0,4,"cardona_broderick"
25,0,1000,1,11,147,3,2,1,1000,53.23,1000,200,"high",25455.75,"fl","married",29,3,"prof-7",1,1,"south",68223,"m",0,0,3,"doran_harley"
25,0,1000,0,5,250,3,1,3,0,53.38,0,700,"low",7699,"oh","single",25,3,"programmer/developer",0,1,"midwest",58796,"m",1,1,3,"hall_arnold"
81,0,700,1,4,156,4,1,3,1100,53.83,1100,1100,"high",28716.5,"mi","married",35,1,"prof-16",1,1,"midwest",66866,"f",0,0,1,"mccarty_allie"
1427,0,1500,1,4,2424,4,0,0,2500,53.42,2500,0,"high",23766,"co","divorced",49,3,"clerical",1,1,"west",71464,"f",1,0,4,"coates_tessie"
25,0,1000,1,0,0,1,1,0,600,53.07,600,0,"medium",18521.75,"mi","single",18,3,"prof-2",1,1,"midwest",64887,"m",1,0,3,"eller_hilario"
